build[champion]: 8000 new seeds
[build] 3200/8000 1082s eta 27.0m (178/min) kept 3200 units={'parti': 2892, 'ulti': 758, '40_100': 130, 'betli': 72, 'durchmars': 96, '20_100': 41}
[build] 3225/8000 1091s eta 26.9m (177/min) kept 3225 units={'parti': 2916, 'ulti': 762, '40_100': 130, 'betli': 72, 'durchmars': 97, '20_100': 41}
[build] 3250/8000 1099s eta 26.8m (178/min) kept 3250 units={'parti': 2940, 'ulti': 767, '40_100': 130, 'betli': 72, 'durchmars': 98, '20_100': 41}
[build] 3275/8000 1108s eta 26.6m (177/min) kept 3275 units={'parti': 2960, 'ulti': 771, '40_100': 132, 'betli': 74, 'durchmars': 99, '20_100': 42}
[build] 3300/8000 1117s eta 26.5m (177/min) kept 3300 units={'parti': 2983, 'ulti': 775, '40_100': 133, 'betli': 74, 'durchmars': 100, '20_100': 42}
[build] 3325/8000 1124s eta 26.3m (177/min) kept 3325 units={'parti': 3006, 'ulti': 780, '40_100': 134, 'betli': 75, 'durchmars': 100, '20_100': 42}
[build] 3350/8000 1134s eta 26.2m (177/min) kept 3350 units={'parti': 3029, 'ulti': 786, '40_100': 135, 'betli': 75, 'durchmars': 101, '20_100': 42}
[build] 3375/8000 1140s eta 26.0m (178/min) kept 3375 units={'parti': 3052, 'ulti': 791, '40_100': 135, 'betli': 76, 'durchmars': 102, '20_100': 43}
[build] 3400/8000 1149s eta 25.9m (178/min) kept 3400 units={'parti': 3075, 'ulti': 795, '40_100': 137, 'betli': 76, 'durchmars': 102, '20_100': 43}
[build] 3425/8000 1156s eta 25.7m (178/min) kept 3425 units={'parti': 3099, 'ulti': 800, '40_100': 138, 'betli': 76, 'durchmars': 102, '20_100': 43}
[build] 3450/8000 1162s eta 25.5m (178/min) kept 3450 units={'parti': 3124, 'ulti': 808, '40_100': 138, 'betli': 76, 'durchmars': 102, '20_100': 43}
[build] 3475/8000 1172s eta 25.4m (178/min) kept 3475 units={'parti': 3148, 'ulti': 810, '40_100': 139, 'betli': 76, 'durchmars': 102, '20_100': 43}
